cik,ticker,label,subset,Fiscal Period,Cost of Goods Sold,Depreciation Depletion Amortization,EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
1354327,PGTI,False,train,Dec 2018,455.0,24.0,84.0,109.0,243.0,367.0,921.0,54.0,-9.0,698.0,862.0,196.0,69.0,45.0,477.0,151.0,87.0
1354327,PGTI,False,train,Dec 2019,485.0,35.0,81.0,116.0,260.0,369.0,872.0,44.0,35.0,745.0,923.0,234.0,56.0,44.0,491.0,176.0,79.0
1354327,PGTI,False,train,Dec 2020,561.0,43.0,84.0,126.0,321.0,412.0,1200.0,45.0,80.0,883.0,1063.0,302.0,90.0,60.0,577.0,224.0,122.0
1034669,FSCI,False,train,Dec 2007,68.0,24.0,-6.0,17.0,66.0,122.0,142.0,-9.0,134.0,134.0,331.0,103.0,26.0,773.0,176.0,72.0,40.0
1034669,FSCI,False,train,Dec 2008,68.0,24.0,-6.0,17.0,66.0,122.0,142.0,-9.0,134.0,134.0,331.0,103.0,26.0,773.0,176.0,72.0,40.0
1034669,FSCI,False,train,Dec 2009,68.0,24.0,-6.0,17.0,66.0,122.0,142.0,-9.0,134.0,134.0,331.0,103.0,26.0,773.0,176.0,72.0,40.0
1034669,FSCI,False,train,Dec 2010,71.0,26.0,25.0,52.0,105.0,101.0,192.0,10.0,143.0,176.0,321.0,100.0,28.0,773.0,156.0,80.0,32.0
1034669,FSCI,False,train,Dec 2011,70.0,20.0,63.0,83.0,94.0,1324.0,255.0,36.0,180.0,164.0,345.0,221.0,110.0,773.0,143.0,31.0,33.0
1428205,ARR,False,val,Dec 2016,72.0,13.2,41.2,54.4,106.4,1181.6,796.52,-45.52,-1439.09,-99.69,7978.16,200.8,15.7,0.6,6886.1,65.1,18.45
1428205,ARR,False,val,Dec 2017,72.0,13.2,41.2,54.4,106.4,1181.6,1077.09,181.15,-1363.22,124.73,8928.92,200.8,15.7,0.6,7602.87,65.1,22.16
1428205,ARR,False,val,Dec 2018,72.0,13.2,41.2,54.4,106.4,1181.6,895.89,-105.97,-1583.24,-56.83,8464.61,200.8,15.7,0.6,7339.3,65.1,22.5
1428205,ARR,False,val,Dec 2019,72.0,13.2,41.2,54.4,106.4,1181.6,1052.13,-249.91,-1973.44,-216.6,13272.42,200.8,15.7,0.6,11835.71,65.1,35.09
1428205,ARR,False,val,Dec 2020,72.0,13.2,41.2,54.4,106.4,1181.6,704.48,-215.11,-2273.82,-22.21,5524.49,200.8,15.7,0.6,4586.18,65.1,12.83
772891,EASI,False,train,Oct 2001,313.0,7.0,49.0,56.0,95.0,21.0,165.8,24.0,85.0,408.0,290.0,116.0,99.0,42.0,155.0,47.0,50.0
772891,EASI,False,train,Oct 2002,313.0,7.0,49.0,56.0,95.0,21.0,165.8,24.0,85.0,408.0,290.0,116.0,99.0,42.0,155.0,47.0,50.0
772891,EASI,False,train,Oct 2003,435.0,9.0,73.0,82.0,138.0,1.0,165.8,43.0,128.0,573.0,419.0,155.0,185.0,51.0,222.0,66.0,91.0
772891,EASI,False,train,Oct 2004,661.0,13.0,124.0,137.0,223.0,1.0,165.8,76.0,203.0,884.0,511.0,243.0,131.0,61.0,174.0,99.0,139.0
772891,EASI,False,train,Oct 2005,773.0,18.0,142.0,161.0,245.0,2.0,165.8,85.0,287.0,1018.0,702.0,252.0,180.0,77.0,229.0,104.0,152.0
1120295,XXIA,False,train,Dec 2012,82.2,46.1,26.6,72.6,331.3,200.0,1258.7,45.5,117.3,413.4,819.2,358.0,130.7,37.2,371.8,306.9,103.5
1120295,XXIA,False,train,Dec 2013,103.0,56.9,18.6,75.4,364.3,200.0,1022.9,11.9,129.2,467.3,887.7,290.9,162.0,47.1,388.6,351.9,109.6
1120295,XXIA,False,train,Dec 2014,115.0,63.4,-44.4,19.0,349.5,34.5,884.0,-41.6,87.6,464.5,868.8,316.5,361.2,44.8,387.7,393.9,99.5
1120295,XXIA,False,train,Dec 2015,113.9,59.1,23.0,82.2,403.1,34.5,1004.4,6.0,93.5,516.9,779.9,266.6,196.9,33.3,260.9,380.0,121.9
1120295,XXIA,False,train,Dec 2016,103.6,57.2,18.7,76.0,381.3,28.5,1329.9,-33.9,59.6,484.8,757.6,304.8,169.9,28.7,246.0,362.9,103.4
46765,HP,False,train,Sep 2017,1830.0,586.0,-165.0,421.0,-26.0,493.0,5692.0,-128.0,3856.0,1805.0,6440.0,1235.0,344.0,137.0,2275.0,164.0,477.0
46765,HP,False,train,Sep 2018,2231.0,584.0,40.0,624.0,256.0,494.0,7495.0,483.0,4028.0,2487.0,6215.0,1116.0,377.0,158.0,1832.0,222.0,565.0
46765,HP,False,train,Sep 2019,2366.0,563.0,-26.0,537.0,432.0,479.0,4345.0,-34.0,3714.0,2798.0,5840.0,1115.0,410.0,150.0,1827.0,227.0,498.0
46765,HP,False,train,Sep 2020,1667.0,482.0,-612.0,-130.0,107.0,481.0,1575.0,-494.0,3010.0,1774.0,4830.0,963.0,219.0,104.0,1511.0,195.0,195.0
46765,HP,False,train,Sep 2021,1372.0,420.0,-406.0,14.0,-154.0,542.0,2958.0,-326.0,2573.0,1219.0,5034.0,1587.0,866.0,84.0,2122.0,199.0,233.0
1265131,HTH,False,train,Dec 2016,186.0,-50.0,277.0,370.0,645.0,577.0,2937.0,146.0,296.0,1595.0,12738.0,526.0,157.0,3.0,10864.0,369.0,1498.0
1265131,HTH,False,train,Dec 2017,186.0,-14.0,277.0,370.0,645.0,577.0,2431.0,133.0,385.0,1541.0,13366.0,526.0,157.0,3.0,11451.0,369.0,1464.0
1265131,HTH,False,train,Dec 2018,186.0,-5.0,277.0,370.0,645.0,577.0,1669.0,121.0,467.0,1251.0,13684.0,526.0,157.0,3.0,11710.0,369.0,1440.0
1265131,HTH,False,train,Dec 2019,186.0,-1.0,277.0,370.0,645.0,577.0,2260.0,225.0,645.0,1440.0,15172.0,526.0,157.0,3.0,13044.0,369.0,1780.0
1265131,HTH,False,train,Dec 2020,186.0,22.0,277.0,370.0,645.0,577.0,2261.0,448.0,987.0,2037.0,16944.0,526.0,157.0,3.0,14594.0,369.0,1405.0
1578620,ABDC,False,train,Dec 2013,4946.0,135.0,171.0,306.0,412.0,335.0,168.96,9.65,0.21,10.23,126.79,948.0,867.0,75.0,16.15,240.0,1.09
1578620,ABDC,False,train,Dec 2014,4946.0,135.0,171.0,306.0,412.0,335.0,168.96,12.61,0.21,12.64,272.22,948.0,867.0,75.0,71.23,240.0,1.42
1578620,ABDC,False,train,Dec 2015,4946.0,135.0,171.0,306.0,412.0,335.0,156.79,12.61,1.13,12.64,307.5,948.0,867.0,75.0,112.46,240.0,2.61
1578620,ABDC,False,train,Dec 2016,4946.0,135.0,171.0,306.0,412.0,335.0,161.02,8.79,4.89,12.23,288.2,948.0,867.0,75.0,103.67,240.0,5.38
1578620,ABDC,False,train,Dec 2017,4946.0,135.0,171.0,306.0,412.0,335.0,119.33,-19.1,-48.87,-18.73,310.33,948.0,867.0,75.0,152.61,240.0,2.61
1283582,FCLF,False,train,Dec 2011,365.0,1.05,180.0,392.0,421.0,2026.0,47.14,1.9,14.42,19.36,562.73,81.0,176.0,135.0,485.01,243.0,1.73
1283582,FCLF,False,train,Dec 2012,365.0,1.12,180.0,392.0,421.0,2026.0,46.61,4.07,16.65,20.15,600.77,81.0,176.0,135.0,522.51,243.0,1.59
1283582,FCLF,False,train,Dec 2013,365.0,0.94,180.0,392.0,421.0,2026.0,68.67,3.36,18.27,18.67,622.04,81.0,176.0,135.0,548.95,243.0,1.55
1283582,FCLF,False,train,Dec 2014,365.0,0.78,180.0,392.0,421.0,2026.0,61.38,3.83,20.41,19.03,607.62,81.0,176.0,135.0,530.49,243.0,1.76
1283582,FCLF,False,train,Dec 2015,365.0,0.72,180.0,392.0,421.0,2026.0,65.08,4.64,23.37,19.95,654.87,81.0,176.0,135.0,574.6,243.0,1.62
775158,OSK,False,train,Sep 2017,5649.0,130.0,471.0,601.0,1181.0,808.0,6202.0,286.0,2400.0,6830.0,5099.0,3040.0,1683.0,1198.0,2792.0,711.0,1306.0
775158,OSK,False,train,Sep 2018,6347.0,121.0,666.0,786.0,1359.0,818.0,5156.0,472.0,2008.0,7706.0,5294.0,3270.0,1690.0,1228.0,2781.0,703.0,1522.0
775158,OSK,False,train,Sep 2019,6865.0,115.0,805.0,920.0,1517.0,819.0,5153.0,579.0,2505.0,8382.0,5566.0,3408.0,1742.0,1249.0,2967.0,720.0,1632.0
775158,OSK,False,train,Sep 2020,5740.0,104.0,495.0,599.0,1116.0,818.0,5009.0,322.0,2748.0,6857.0,5816.0,3536.0,1585.0,1505.0,2965.0,632.0,1387.0
775158,OSK,False,train,Sep 2021,6469.0,104.0,594.0,698.0,1268.0,819.0,6962.0,509.0,3239.0,7737.0,7036.0,4562.0,2152.0,1412.0,3678.0,676.0,1717.0
1690820,CVNA,False,train,Dec 2016,346.0,5.0,-90.0,-85.0,19.0,4.0,346.0,-93.0,-13.0,365.0,336.0,275.0,196.0,186.0,201.0,109.0,6.0
1690820,CVNA,False,train,Dec 2017,791.0,12.0,-157.0,-145.0,68.0,48.0,346.0,-18.0,-13.0,859.0,641.0,490.0,306.0,227.0,362.0,223.0,14.0
1690820,CVNA,False,train,Dec 2018,1759.0,24.0,-230.0,-206.0,197.0,425.0,1348.0,-55.0,-68.0,1955.0,991.0,663.0,330.0,412.0,764.0,425.0,33.0
1690820,CVNA,False,train,Dec 2019,3433.0,41.0,-284.0,-243.0,507.0,883.0,4649.0,-115.0,-183.0,3940.0,2058.0,1359.0,865.0,763.0,1866.0,787.0,40.0
1690820,CVNA,False,train,Dec 2020,4793.0,74.0,-331.0,-257.0,794.0,1617.0,18328.0,-171.0,-354.0,5587.0,3035.0,1923.0,467.0,1036.0,2233.0,1126.0,79.0
803027,MGP,False,train,Dec 2000,281.0,0.0,5.0,6.0,203.0,1141.67,77.84,4.0,56.0,77.0,272.0,183.0,79.0,122.0,202.0,159.0,42.0
803027,MGP,False,train,Dec 2001,281.0,0.0,5.0,6.0,203.0,1141.67,77.84,4.0,56.0,77.0,272.0,183.0,79.0,122.0,202.0,159.0,42.0
803027,MGP,False,train,Dec 2002,281.0,0.0,5.0,6.0,203.0,1141.67,77.84,4.0,56.0,77.0,272.0,183.0,79.0,122.0,202.0,159.0,42.0
803027,MGP,False,train,Dec 2003,281.0,0.0,5.0,6.0,203.0,1141.67,77.84,4.0,56.0,77.0,272.0,183.0,79.0,122.0,202.0,159.0,42.0
803027,MGP,False,train,Dec 2004,281.0,0.0,5.0,5.0,203.0,1141.67,77.84,4.0,59.0,66.0,260.0,183.0,79.0,122.0,188.0,159.0,32.0
230463,PPP,False,train,Dec 2002,220.0,326.0,562.0,548.0,942.0,487.0,2495.0,291.0,481.0,1162.0,2762.0,354.0,184.0,14.0,1308.0,395.0,156.0
230463,PPP,False,train,Dec 2003,220.0,326.0,562.0,548.0,942.0,487.0,2495.0,291.0,481.0,1162.0,2762.0,354.0,184.0,14.0,1308.0,395.0,156.0
230463,PPP,False,train,Dec 2004,341.0,365.0,524.0,524.0,982.0,755.0,2495.0,262.0,729.0,1323.0,3481.0,445.0,280.0,23.0,1753.0,458.0,189.0
230463,PPP,False,train,Dec 2005,291.0,312.0,508.0,508.0,934.0,1643.0,2495.0,751.0,1464.0,1226.0,5676.0,347.0,395.0,32.0,3577.0,426.0,240.0
230463,PPP,False,train,Dec 2006,537.0,485.0,562.0,562.0,1208.0,2320.0,2495.0,446.0,1893.0,1745.0,6971.0,368.0,402.0,43.0,4404.0,646.0,279.0
1635261,MSBF,False,train,Dec 2015,729.3,0.38,-13.3,119.5,176.1,349.0,74.42,0.44,22.21,10.76,375.69,512.0,334.1,157.5,299.33,189.0,1.35
1635261,MSBF,False,train,Dec 2016,729.3,0.46,-13.3,119.5,176.1,349.0,84.0,1.16,23.37,13.0,461.65,512.0,334.1,157.5,388.46,189.0,1.38
1635261,MSBF,False,train,Dec 2017,729.3,0.56,-13.3,119.5,176.1,349.0,102.68,2.72,23.64,16.86,563.04,512.0,334.1,157.5,490.01,189.0,1.61
1635261,MSBF,False,train,Dec 2018,729.3,0.57,-13.3,119.5,176.1,349.0,96.19,4.83,23.5,18.75,584.5,512.0,334.1,157.5,517.85,189.0,1.61
1635261,MSBF,False,train,Dec 2019,729.3,0.56,-13.3,119.5,176.1,349.0,93.33,4.1,24.99,18.54,593.09,512.0,334.1,157.5,527.71,189.0,1.65
891098,SBIB,False,train,Dec 2006,756.0,11.0,28.0,179.0,2384.0,1582.0,3259.0,53.0,310.0,222.0,4536.0,1843.0,713.0,24.0,4056.0,2141.0,20.0
891098,SBIB,False,train,Dec 2007,756.0,11.0,28.0,179.0,2384.0,1582.0,3259.0,53.0,310.0,222.0,4536.0,1843.0,713.0,24.0,4056.0,2141.0,20.0
891098,SBIB,False,train,Dec 2008,756.0,12.0,28.0,179.0,2384.0,1582.0,3259.0,39.0,332.0,239.0,5080.0,1843.0,713.0,24.0,4437.0,2141.0,19.0
891098,SBIB,False,train,Dec 2009,756.0,13.0,28.0,179.0,2384.0,1582.0,3259.0,-13.0,296.0,228.0,4937.0,1843.0,713.0,24.0,4397.0,2141.0,17.0
891098,SBIB,False,train,Dec 2010,756.0,9.0,28.0,179.0,2384.0,1582.0,3259.0,1.0,291.0,202.0,5192.0,1843.0,713.0,24.0,4570.0,2141.0,15.0
1433270,AR,False,train,Dec 2016,1809.0,812.0,-992.0,-180.0,-54.0,4704.0,7447.0,-849.0,960.0,1755.0,14256.0,403.0,817.0,140.0,6527.0,355.0,292.0
1433270,AR,False,train,Dec 2017,2104.0,827.0,759.0,1586.0,657.0,4800.0,6011.0,615.0,1575.0,2761.0,15261.0,833.0,762.0,140.0,6385.0,371.0,335.0
1433270,AR,False,train,Dec 2018,2574.0,975.0,112.0,1087.0,1078.0,5462.0,2898.0,-398.0,1178.0,3653.0,15519.0,807.0,854.0,140.0,7032.0,475.0,526.0
1433270,AR,False,train,Dec 2019,3332.0,919.0,-139.0,779.0,311.0,3759.0,843.0,-340.0,837.0,3644.0,15198.0,923.0,1040.0,140.0,8227.0,437.0,489.0
1433270,AR,False,train,Dec 2020,3598.0,865.0,-1458.0,-593.0,-514.0,3002.0,1464.0,-1268.0,-430.0,3084.0,13151.0,574.0,983.0,140.0,7061.0,281.0,454.0
764811,COB,False,train,Dec 2011,1.0,3.44,139.0,153.0,388.0,600.0,270.11,-137.31,-322.18,61.52,2409.11,1062.0,304.0,41.0,2280.09,262.0,5.53
764811,COB,False,train,Dec 2012,1.0,3.82,139.0,153.0,388.0,600.0,251.7,-40.01,-362.19,83.24,2151.57,1062.0,304.0,41.0,2053.12,262.0,5.53
764811,COB,False,train,Dec 2013,1.0,3.95,139.0,153.0,388.0,600.0,278.73,-1.48,-363.67,84.85,1985.03,1062.0,304.0,41.0,1904.67,262.0,5.53
764811,COB,False,train,Dec 2014,1.0,4.28,139.0,153.0,388.0,600.0,276.93,150.46,-213.21,81.13,2215.51,1062.0,304.0,41.0,1948.6,262.0,5.53
764811,COB,False,train,Dec 2015,1.0,4.17,139.0,153.0,388.0,600.0,327.22,6.91,-206.3,86.55,2397.26,1062.0,304.0,41.0,2124.23,262.0,5.53
1018952,KOSP,False,train,Dec 2001,15.0,2.0,-17.0,-15.0,157.0,34.0,1199.0,-21.0,-293.0,173.0,69.0,55.0,110.0,6.0,144.0,174.0,24.0
1018952,KOSP,False,train,Dec 2002,15.0,2.0,-17.0,-15.0,157.0,34.0,1199.0,-21.0,-293.0,173.0,69.0,55.0,110.0,6.0,144.0,174.0,24.0
1018952,KOSP,False,train,Dec 2003,20.0,3.0,66.0,69.0,274.0,30.0,1199.0,59.0,-234.0,294.0,338.0,316.0,68.0,6.0,98.0,209.0,40.0
1018952,KOSP,False,train,Dec 2004,37.0,15.0,119.0,135.0,460.0,145.0,1199.0,142.0,-92.0,497.0,587.0,397.0,152.0,11.0,152.0,347.0,75.0
1018952,KOSP,False,train,Dec 2005,81.0,29.0,189.0,218.0,670.0,145.0,1199.0,118.0,26.0,752.0,910.0,602.0,210.0,21.0,231.0,489.0,112.0
1373670,GRBK,False,train,Dec 2016,303.0,0.0,51.0,51.0,88.0,75.0,492.0,24.0,111.0,391.0,541.0,470.0,64.0,410.0,139.0,37.0,2.0
1373670,GRBK,False,train,Dec 2017,340.0,0.0,60.0,60.0,118.0,106.0,572.0,15.0,126.0,458.0,611.0,556.0,72.0,496.0,178.0,58.0,2.0
1373670,GRBK,False,train,Dec 2018,469.0,3.0,74.0,77.0,154.0,200.0,366.0,52.0,178.0,624.0,784.0,716.0,55.0,669.0,298.0,80.0,5.0
1373670,GRBK,False,train,Dec 2019,623.0,3.0,71.0,74.0,169.0,238.0,580.0,59.0,235.0,792.0,876.0,796.0,55.0,754.0,339.0,98.0,5.0
1373670,GRBK,False,train,Dec 2020,741.0,4.0,122.0,126.0,235.0,113.0,1163.0,114.0,350.0,976.0,989.0,883.0,210.0,845.0,326.0,112.0,5.0
1090403,CHSI,False,train,Dec 2007,2400.0,10.0,80.0,90.0,143.0,141.0,6551.0,50.0,160.0,2543.0,702.0,362.0,313.0,5.0,338.0,68.0,297.0
1090403,CHSI,False,train,Dec 2008,2400.0,10.0,80.0,90.0,143.0,141.0,6551.0,50.0,160.0,2543.0,702.0,362.0,313.0,5.0,338.0,68.0,297.0
1090403,CHSI,False,train,Dec 2009,2709.0,12.0,106.0,117.0,186.0,141.0,6551.0,65.0,225.0,2894.0,833.0,469.0,358.0,4.0,392.0,81.0,304.0
1090403,CHSI,False,train,Dec 2010,3530.0,17.0,133.0,151.0,234.0,141.0,6551.0,81.0,306.0,3764.0,1142.0,546.0,437.0,3.0,604.0,102.0,371.0
1090403,CHSI,False,train,Dec 2011,5022.0,40.0,114.0,155.0,308.0,263.0,6551.0,67.0,370.0,5330.0,2030.0,812.0,842.0,3.0,1179.0,194.0,717.0
912899,UTI,False,train,Dec 1996,136.0,26.0,51.0,77.0,46.0,24.0,288.2,13.0,17.0,182.0,209.0,96.0,26.0,1.0,65.0,46.0,36.0
912899,UTI,False,train,Dec 1997,136.0,26.0,51.0,77.0,46.0,24.0,288.2,13.0,17.0,182.0,209.0,96.0,26.0,1.0,65.0,46.0,36.0
912899,UTI,False,train,Dec 1998,137.0,26.0,51.0,77.0,49.0,32.0,288.2,8.0,25.0,186.0,232.0,45.0,24.0,1.0,88.0,49.0,29.0
912899,UTI,False,train,Dec 1999,123.0,26.0,51.0,77.0,33.0,32.0,288.2,-3.0,23.0,156.0,261.0,50.0,29.0,1.0,104.0,33.0,39.0
912899,UTI,False,train,Dec 2000,208.0,26.0,51.0,77.0,67.0,55.0,288.2,14.0,37.0,276.0,330.0,72.0,54.0,1.0,151.0,67.0,59.0
1021561,NUS,False,train,Dec 2016,500.0,72.0,231.0,304.0,1707.0,334.0,2513.0,143.0,1559.0,2208.0,1474.0,714.0,399.0,250.0,810.0,1476.0,31.0
1021561,NUS,False,train,Dec 2017,502.0,72.0,274.0,346.0,1777.0,311.0,3589.0,129.0,1609.0,2279.0,1590.0,778.0,447.0,253.0,885.0,1503.0,33.0
1021561,NUS,False,train,Dec 2018,634.0,83.0,312.0,395.0,2045.0,361.0,3398.0,122.0,1636.0,2679.0,1694.0,799.0,440.0,296.0,913.0,1733.0,53.0
1021561,NUS,False,train,Dec 2019,581.0,77.0,267.0,344.0,1839.0,334.0,2278.0,174.0,1728.0,2420.0,1769.0,740.0,357.0,276.0,894.0,1572.0,50.0
1021561,NUS,False,train,Dec 2020,658.0,74.0,258.0,332.0,1924.0,305.0,2781.0,191.0,1841.0,2582.0,1957.0,903.0,543.0,314.0,1063.0,1666.0,63.0
1707925,LIN,False,val,Dec 2016,5855.0,1122.0,2238.0,3360.0,4679.0,8917.0,33388.0,1500.0,12879.0,10534.0,19332.0,2880.0,2478.0,550.0,13880.0,2359.0,1641.0
1707925,LIN,False,val,Dec 2017,6382.0,1184.0,2489.0,3673.0,4976.0,7783.0,44359.0,1247.0,13224.0,11358.0,20436.0,3285.0,3307.0,614.0,13914.0,2484.0,1804.0
1707925,LIN,False,val,Dec 2018,9020.0,1830.0,5352.0,7182.0,5816.0,12288.0,85392.0,4381.0,16529.0,14836.0,93386.0,17272.0,12956.0,1651.0,36290.0,3572.0,4830.0
1707925,LIN,False,val,Dec 2019,16644.0,4675.0,3173.0,7848.0,11584.0,10693.0,113770.0,2285.0,16842.0,28228.0,86612.0,10352.0,12160.0,1697.0,34977.0,8316.0,4965.0
1707925,LIN,False,val,Dec 2020,15383.0,4626.0,3639.0,8265.0,11860.0,12152.0,137893.0,2501.0,17178.0,27243.0,88229.0,10924.0,13740.0,1729.0,38647.0,7971.0,4590.0
1577095,MYCC,False,val,Dec 2012,552.0,79.0,66.0,144.0,203.0,768.0,1132.0,-27.0,-52.0,755.0,1721.0,168.0,250.0,14.0,1567.0,140.0,52.0
1577095,MYCC,False,val,Dec 2013,602.0,72.0,45.0,117.0,213.0,638.0,1132.0,-41.0,-93.0,815.0,1736.0,177.0,287.0,16.0,1487.0,151.0,83.0
1577095,MYCC,False,val,Dec 2014,649.0,81.0,37.0,118.0,235.0,965.0,1155.0,13.0,-79.0,884.0,2065.0,204.0,311.0,21.0,1833.0,169.0,65.0
1577095,MYCC,False,val,Dec 2015,778.0,104.0,63.0,167.0,275.0,1079.0,1183.0,-10.0,-89.0,1053.0,2135.0,226.0,335.0,21.0,1946.0,215.0,69.0
1577095,MYCC,False,val,Dec 2016,796.0,107.0,93.0,200.0,292.0,1067.0,940.0,4.0,-82.0,1088.0,2129.0,203.0,362.0,23.0,1966.0,200.0,79.0
840886,FLFL,False,test,Dec 2005,188.0,1.0,119.0,179.0,375.0,344.0,4389.0,1.0,4.0,15.0,501.0,348.0,136.0,60.0,475.0,230.0,3.0
840886,FLFL,False,test,Dec 2006,188.0,1.0,119.0,179.0,375.0,344.0,4389.0,1.0,4.0,15.0,501.0,348.0,136.0,60.0,475.0,230.0,3.0
840886,FLFL,False,test,Dec 2007,188.0,1.0,119.0,179.0,375.0,344.0,4389.0,2.0,3.0,17.0,508.0,348.0,136.0,60.0,479.0,230.0,3.0
840886,FLFL,False,test,Dec 2008,188.0,1.0,119.0,179.0,375.0,344.0,4389.0,-4.0,-3.0,10.0,532.0,348.0,136.0,60.0,500.0,230.0,2.0
840886,FLFL,False,test,Dec 2009,188.0,1.0,119.0,179.0,375.0,344.0,4389.0,-1.0,-4.0,20.0,529.0,348.0,136.0,60.0,497.0,230.0,2.0
1025996,KRC,False,train,Dec 2016,173.0,217.0,360.0,577.0,470.0,2320.0,6826.0,294.0,-108.0,643.0,6707.0,537.0,627.0,9.0,2947.0,274.0,252.0
1025996,KRC,False,train,Dec 2017,203.0,246.0,247.0,493.0,516.0,2347.0,7362.0,165.0,-123.0,719.0,6803.0,426.0,495.0,303.0,2843.0,310.0,283.0
1025996,KRC,False,train,Dec 2018,211.0,254.0,328.0,582.0,537.0,2933.0,6335.0,258.0,-48.0,747.0,7766.0,496.0,632.0,303.0,3564.0,350.0,289.0
1025996,KRC,False,train,Dec 2019,254.0,274.0,264.0,538.0,584.0,3553.0,8895.0,195.0,-58.0,837.0,8900.0,488.0,678.0,303.0,4329.0,361.0,366.0
1025996,KRC,False,train,Dec 2020,261.0,300.0,278.0,578.0,638.0,3924.0,6660.0,187.0,-103.0,898.0,10001.0,1256.0,702.0,303.0,4723.0,399.0,399.0
1051719,UDI,False,train,Dec 2000,1060.0,146.0,71.0,145.0,259.0,423.0,3036.0,9.0,-330.0,1319.0,912.0,551.0,606.0,368.0,1079.0,203.0,78.0
1051719,UDI,False,train,Dec 2001,1060.0,146.0,71.0,145.0,259.0,423.0,3036.0,9.0,-330.0,1319.0,912.0,551.0,606.0,368.0,1079.0,203.0,78.0
1051719,UDI,False,train,Dec 2002,1389.0,45.0,184.0,229.0,337.0,577.0,3036.0,135.0,-195.0,1725.0,1454.0,739.0,766.0,399.0,1484.0,170.0,192.0
1051719,UDI,False,train,Dec 2003,1640.0,51.0,243.0,295.0,413.0,525.0,3036.0,141.0,-54.0,2053.0,1591.0,865.0,789.0,389.0,1464.0,193.0,169.0
1051719,UDI,False,train,Dec 2004,1807.0,44.0,298.0,342.0,485.0,473.0,3036.0,166.0,28.0,2292.0,1602.0,869.0,773.0,325.0,1375.0,199.0,203.0
1033032,SVLF,False,train,Dec 2006,23.0,4.0,70.0,73.0,232.0,343.0,865.9,28.0,63.0,255.0,581.0,507.0,32.0,179.0,405.0,162.0,294.0
1033032,SVLF,False,train,Dec 2007,23.0,4.0,70.0,73.0,232.0,343.0,865.9,28.0,63.0,255.0,581.0,507.0,32.0,179.0,405.0,162.0,294.0
1033032,SVLF,False,train,Dec 2008,25.0,5.0,58.0,63.0,239.0,392.0,865.9,18.0,81.0,264.0,645.0,555.0,23.0,190.0,451.0,181.0,324.0
1033032,SVLF,False,train,Dec 2009,22.0,6.0,38.0,44.0,215.0,395.0,865.9,5.0,86.0,237.0,666.0,592.0,53.0,196.0,466.0,206.0,361.0
1033032,SVLF,False,train,Dec 2010,19.0,6.0,45.0,52.0,207.0,409.0,865.9,6.0,92.0,226.0,680.0,599.0,58.0,178.0,474.0,198.0,378.0
1025835,EFSC,False,train,Dec 2016,173.0,3.4,360.0,577.0,470.0,2320.0,861.9,48.8,182.2,164.6,4081.3,537.0,627.0,9.0,3694.2,274.0,11.1
1025835,EFSC,False,train,Dec 2017,173.0,5.9,360.0,577.0,470.0,2320.0,1042.5,48.2,225.4,211.7,5289.2,537.0,627.0,9.0,4740.7,274.0,14.1
1025835,EFSC,False,train,Dec 2018,173.0,6.0,360.0,577.0,470.0,2320.0,858.5,89.2,304.6,230.3,5645.7,537.0,627.0,9.0,5041.9,274.0,252.0
1025835,EFSC,False,train,Dec 2019,173.0,11.3,360.0,577.0,470.0,2320.0,1279.7,92.7,380.7,284.4,7333.8,537.0,627.0,9.0,6466.6,274.0,252.0
1025835,EFSC,False,train,Dec 2020,173.0,11.9,360.0,577.0,470.0,2320.0,1090.8,74.4,417.2,319.1,9751.6,537.0,627.0,9.0,8672.6,274.0,252.0
320187,NKE,False,train,May 2017,19038.0,716.0,4749.0,5465.0,15312.0,3471.0,87063.0,4240.0,6907.0,34350.0,23259.0,16061.0,5474.0,5055.0,10852.0,10563.0,3677.0
320187,NKE,False,train,May 2018,20441.0,774.0,4445.0,5219.0,15956.0,3468.0,114952.0,1933.0,3517.0,36397.0,22536.0,15134.0,6040.0,5261.0,12724.0,11511.0,3498.0
320187,NKE,False,train,May 2019,21643.0,720.0,4772.0,5492.0,17474.0,3464.0,120956.0,4029.0,1643.0,39117.0,23717.0,16525.0,7866.0,5622.0,14677.0,12702.0,4272.0
320187,NKE,False,train,May 2020,21162.0,1119.0,3115.0,4234.0,16241.0,9406.0,153588.0,2539.0,-191.0,37403.0,31342.0,20556.0,8284.0,7367.0,23287.0,13126.0,2749.0
320187,NKE,False,train,May 2021,24576.0,797.0,6937.0,7734.0,19962.0,9413.0,215334.0,5727.0,3179.0,44538.0,37740.0,26291.0,9674.0,6854.0,24973.0,13025.0,4463.0
32017,ELK,False,train,Jun 2002,407.0,18.0,45.0,63.0,100.0,153.0,367.9,24.0,127.0,506.0,442.0,189.0,56.0,54.0,246.0,55.0,120.0
32017,ELK,False,train,Jun 2003,407.0,18.0,45.0,63.0,100.0,153.0,367.9,24.0,127.0,506.0,442.0,189.0,56.0,54.0,246.0,55.0,120.0
32017,ELK,False,train,Jun 2004,454.0,18.0,56.0,74.0,119.0,157.0,367.9,21.0,144.0,573.0,481.0,205.0,63.0,62.0,266.0,63.0,121.0
